Date,Location,Rainfall
2009-06-05,Albury,0.0
2009-06-06,Albury,0.2
2009-06-07,Albury,14.4
2009-06-08,Albury,4.6
2009-06-09,Albury,2.0
2009-06-10,Albury,5.6
2009-06-11,Albury,0.0
2009-06-12,Albury,0.0
2009-06-13,Albury,0.0
2009-06-14,Albury,0.0
2009-06-15,Albury,0.4
2009-06-16,Albury,0.0
2009-06-17,Albury,0.0
2009-06-18,Albury,0.0
2009-06-19,Albury,0.0
2009-06-20,Albury,0.0
2009-06-21,Albury,1.6
2009-06-22,Albury,5.6
2009-06-23,Albury,0.0
2009-06-24,Albury,6.0
2009-06-25,Albury,0.0
2009-06-26,Albury,4.4
2009-06-27,Albury,0.0
2009-06-28,Albury,5.4
2009-06-29,Albury,3.6
2009-06-30,Albury,2.0
2009-07-01,Albury,8.4
2009-07-02,Albury,5.0
2009-07-03,Albury,7.8
2009-07-04,Albury,0.0
2009-07-05,Albury,0.0
2009-07-06,Albury,0.0
2009-07-07,Albury,0.0
2009-07-08,Albury,0.0
2009-07-09,Albury,0.2
2009-07-10,Albury,0.0
2009-07-11,Albury,0.6
2009-07-12,Albury,0.6
2009-07-13,Albury,1.0
2009-07-14,Albury,6.8
2009-07-15,Albury,1.8
2009-07-16,Albury,0.0
2009-07-17,Albury,0.2
2009-07-18,Albury,0.0
2009-07-19,Albury,0.6
2009-07-20,Albury,0.2
2009-07-21,Albury,0.0
2009-07-22,Albury,0.0
2009-07-23,Albury,9.8
2009-07-24,Albury,0.0
2009-07-25,Albury,0.0
2009-07-26,Albury,0.0
2009-07-27,Albury,0.0
2009-07-28,Albury,3.8
2009-07-29,Albury,2.4
2009-07-30,Albury,0.2
2009-07-31,Albury,5.2
2009-08-01,Albury,0.2
2009-08-02,Albury,0.8
2009-08-03,Albury,0.8
2009-08-04,Albury,0.0
2009-08-05,Albury,5.4
2009-08-06,Albury,0.4
2009-08-07,Albury,0.8
2009-08-08,Albury,4.2
2009-08-09,Albury,0.0
2009-08-10,Albury,0.2
2009-08-11,Albury,0.4
2009-08-12,Albury,4.8
2009-08-13,Albury,0.2
2009-08-14,Albury,1.2
2009-08-15,Albury,0.2
2009-08-16,Albury,1.6
2009-08-17,Albury,3.2
2009-08-18,Albury,0.0
2009-08-19,Albury,0.0
2009-08-20,Albury,0.0
2009-08-21,Albury,1.0
2009-08-22,Albury,6.6
2009-08-23,Albury,3.8
2009-08-24,Albury,1.2
2009-08-25,Albury,2.0
2009-08-26,Albury,3.6
2009-08-27,Albury,0.4
2009-08-28,Albury,0.0
2009-08-29,Albury,4.2
2009-08-30,Albury,13.4
2009-08-31,Albury,1.4
2009-09-01,Albury,3.0
2009-09-02,Albury,0.0
2009-09-03,Albury,0.0
2009-09-04,Albury,1.4
2009-09-05,Albury,0.0
2009-09-06,Albury,0.0
2009-09-07,Albury,0.0
2009-09-08,Albury,0.0
2009-09-09,Albury,0.0
2009-09-10,Albury,0.0
2009-09-11,Albury,
2009-09-12,Albury,0.0
2009-09-13,Albury,0.0
2009-09-14,Albury,0.0
2009-09-15,Albury,0.0
2009-09-16,Albury,0.0
2009-09-17,Albury,0.0
2009-09-18,Albury,10.2
2009-09-19,Albury,0.0
2009-09-20,Albury,0.4
2009-09-21,Albury,0.2
2009-09-22,Albury,8.4
2009-09-23,Albury,28.8
2009-09-24,Albury,1.4
2009-09-25,Albury,0.0
2009-09-26,Albury,6.0
2009-09-27,Albury,1.6
2009-09-28,Albury,0.0
2009-09-29,Albury,0.0
2009-09-30,Albury,0.0
2009-10-01,Albury,0.0
2009-10-02,Albury,0.0
2009-10-03,Albury,3.2
2009-10-04,Albury,1.8
2009-10-05,Albury,0.2
2009-10-06,Albury,0.0
2009-10-07,Albury,3.6
2009-10-08,Albury,0.0
2009-10-09,Albury,0.0
2009-10-10,Albury,0.0
2009-10-11,Albury,0.0
2009-10-12,Albury,0.0
2009-10-13,Albury,2.0
2009-10-14,Albury,7.0
2009-10-15,Albury,1.4
2009-10-16,Albury,6.8
2009-10-17,Albury,0.0
2009-10-18,Albury,0.0
2009-10-19,Albury,0.0
2009-10-20,Albury,0.0
2009-10-21,Albury,0.0
2009-10-22,Albury,0.0
2009-10-23,Albury,0.0
2009-10-24,Albury,0.0
2009-10-25,Albury,0.0
2009-10-26,Albury,0.0
2009-10-27,Albury,0.0
2009-10-28,Albury,0.0
2009-10-29,Albury,0.0
2009-10-30,Albury,0.0
2009-10-31,Albury,0.0
2009-11-01,Albury,0.0
2009-11-02,Albury,0.0
2009-11-03,Albury,0.0
2009-11-04,Albury,0.0
2009-11-05,Albury,0.0
2009-11-06,Albury,0.0
2009-11-07,Albury,0.0
2009-11-08,Albury,0.0
2009-11-09,Albury,0.0
2009-11-10,Albury,0.0
2009-11-11,Albury,0.0
2009-11-12,Albury,0.0
2009-11-13,Albury,0.0
2009-11-14,Albury,0.0
2009-11-15,Albury,0.0
2009-11-16,Albury,0.0
2009-11-17,Albury,0.0
2009-11-18,Albury,0.0
2009-11-19,Albury,0.0
2009-11-20,Albury,0.0
2009-11-21,Albury,10.6
2009-11-22,Albury,25.8
2009-11-23,Albury,0.4
2009-11-24,Albury,0.0
2009-11-25,Albury,0.0
2009-11-26,Albury,0.0
2009-11-27,Albury,10.2
2009-11-28,Albury,0.0
2009-11-29,Albury,9.4
2009-11-30,Albury,2.4
2009-12-01,Albury,0.0
2009-12-02,Albury,0.0
2009-12-03,Albury,0.0
2009-12-04,Albury,0.0
2009-12-05,Albury,0.0
2009-12-06,Albury,0.0
2009-12-07,Albury,0.0
2009-12-08,Albury,0.0
2009-12-09,Albury,1.2
2009-12-10,Albury,0.0
2009-12-11,Albury,1.0
2009-12-12,Albury,0.0
2009-12-13,Albury,0.0
2009-12-14,Albury,0.0
2009-12-15,Albury,0.0
2009-12-16,Albury,0.0
2009-12-17,Albury,0.0
2009-12-18,Albury,3.0
2009-12-19,Albury,0.0
2009-12-20,Albury,0.0
2009-12-21,Albury,0.0
2009-12-22,Albury,0.0
2009-12-23,Albury,0.0
2009-12-24,Albury,0.0
2009-12-25,Albury,9.8
2009-12-26,Albury,0.0
2009-12-27,Albury,0.0
2009-12-28,Albury,0.0
2009-12-29,Albury,0.0
2009-12-30,Albury,0.0
2009-12-31,Albury,0.0
2010-01-01,Albury,5.0
2010-01-02,Albury,12.4
2010-01-03,Albury,0.0
2010-01-04,Albury,0.0
2010-01-05,Albury,0.0
2010-01-06,Albury,0.0
2010-01-07,Albury,0.0
2010-01-08,Albury,0.0
2010-01-09,Albury,0.0
2010-01-10,Albury,0.0
2010-01-11,Albury,0.0
2010-01-12,Albury,0.2
2010-01-13,Albury,0.4
2010-01-14,Albury,3.0
2010-01-15,Albury,0.0
2010-01-16,Albury,0.0
2010-01-17,Albury,0.0
2010-01-18,Albury,0.0
2010-01-19,Albury,0.0
2010-01-20,Albury,0.0
2010-01-21,Albury,0.0
2010-01-22,Albury,0.0
2010-01-23,Albury,0.0
2010-01-24,Albury,0.0
2010-01-25,Albury,0.0
2010-01-26,Albury,0.0
2010-01-27,Albury,0.0
2010-01-28,Albury,0.0
2010-01-29,Albury,0.0
2010-01-30,Albury,0.0
2010-01-31,Albury,0.0
2010-02-01,Albury,0.0
2010-02-02,Albury,8.6
2010-02-03,Albury,0.0
2010-02-04,Albury,0.0
2010-02-05,Albury,52.2
2010-02-06,Albury,5.6
2010-02-07,Albury,0.0
2010-02-08,Albury,0.0
2010-02-09,Albury,0.0
2010-02-10,Albury,
2010-02-11,Albury,0.0
2010-02-12,Albury,
2010-02-13,Albury,0.0
2010-02-14,Albury,0.0
2010-02-15,Albury,0.0
2010-02-16,Albury,0.0
2010-02-17,Albury,0.0
2010-02-18,Albury,
2010-02-19,Albury,0.0
2010-02-20,Albury,0.0
2010-02-21,Albury,0.6
2010-02-22,Albury,3.6
2010-02-23,Albury,0.2
2010-02-24,Albury,0.0
2010-02-25,Albury,0.0
2010-02-26,Albury,0.0
2010-02-27,Albury,
2010-02-28,Albury,1.4
2010-03-01,Albury,0.0
2010-03-02,Albury,
2010-03-03,Albury,0.0
2010-03-04,Albury,0.0
2010-03-05,Albury,0.0
2010-03-06,Albury,20.6
2010-03-07,Albury,5.8
2010-03-08,Albury,66.0
2010-03-09,Albury,6.2
2010-03-10,Albury,0.0
2010-03-11,Albury,
2010-03-12,Albury,0.0
2010-03-13,Albury,0.0
2010-03-14,Albury,0.0
2010-03-15,Albury,0.0
2010-03-16,Albury,0.0
2010-03-17,Albury,0.0
2010-03-18,Albury,0.0
2010-03-19,Albury,0.0
2010-03-20,Albury,0.0
2010-03-21,Albury,0.0
2010-03-22,Albury,0.0
2010-03-23,Albury,0.0
2010-03-24,Albury,0.0
2010-03-25,Albury,0.0
2010-03-26,Albury,0.0
2010-03-27,Albury,0.0
2010-03-28,Albury,0.0
2010-03-29,Albury,11.0
2010-03-30,Albury,0.4
2010-03-31,Albury,0.0
2010-04-01,Albury,0.0
2010-04-02,Albury,0.0
2010-04-03,Albury,0.0
2010-04-04,Albury,0.0
2010-04-05,Albury,0.0
2010-04-06,Albury,0.0
2010-04-07,Albury,3.0
2010-04-08,Albury,3.2
2010-04-09,Albury,0.0
2010-04-10,Albury,0.2
2010-04-11,Albury,7.0
2010-04-12,Albury,0.0
2010-04-13,Albury,0.0
2010-04-14,Albury,0.0
2010-04-15,Albury,0.0
2010-04-16,Albury,0.0
2010-04-17,Albury,0.0
2010-04-18,Albury,0.0
2010-04-19,Albury,0.0
2010-04-20,Albury,0.0
2010-04-21,Albury,0.0
2010-04-22,Albury,0.0
2010-04-23,Albury,0.0
2010-04-24,Albury,3.6
2010-04-25,Albury,17.0
2010-04-26,Albury,0.0
2010-04-27,Albury,0.0
2010-04-28,Albury,1.6
2010-04-29,Albury,0.4
2010-04-30,Albury,0.0
2010-05-01,Albury,0.2
2010-05-02,Albury,0.0
2010-05-03,Albury,0.0
2010-05-04,Albury,0.2
2010-05-05,Albury,3.0
2010-05-06,Albury,0.0
2010-05-07,Albury,0.0
2010-05-08,Albury,0.0
2010-05-09,Albury,0.0
2010-05-10,Albury,0.0
2010-05-11,Albury,0.0
2010-05-12,Albury,0.0
2010-05-13,Albury,0.0
2010-05-14,Albury,0.2
2010-05-15,Albury,0.0
2010-05-16,Albury,0.0
2010-05-17,Albury,0.0
2010-05-18,Albury,0.0
2010-05-19,Albury,0.0
2010-05-20,Albury,0.0
2010-05-21,Albury,0.0
2010-05-22,Albury,0.0
2010-05-23,Albury,0.0
2010-05-24,Albury,0.0
2010-05-25,Albury,10.4
2010-05-26,Albury,13.4
2010-05-27,Albury,0.2
2010-05-28,Albury,0.0
2010-05-29,Albury,28.0
2010-05-30,Albury,5.8
2010-05-31,Albury,0.0
2010-06-01,Albury,0.0
2010-06-02,Albury,0.0
2010-06-03,Albury,0.0
2010-06-04,Albury,0.0
2010-06-05,Albury,0.0
2010-06-06,Albury,0.0
2010-06-07,Albury,0.0
2010-06-08,Albury,0.0
2010-06-09,Albury,0.0
2010-06-10,Albury,2.4
2010-06-11,Albury,0.0
2010-06-12,Albury,0.0
2010-06-13,Albury,0.0
2010-06-14,Albury,0.0
2010-06-15,Albury,0.0
2010-06-16,Albury,0.0
2010-06-17,Albury,11.6
2010-06-18,Albury,2.2
2010-06-19,Albury,1.8
2010-06-20,Albury,0.0
2010-06-21,Albury,0.4
2010-06-22,Albury,0.0
2010-06-23,Albury,0.0
2010-06-24,Albury,0.0
2010-06-25,Albury,0.0
2010-06-26,Albury,10.2
2010-06-27,Albury,0.2
2010-06-28,Albury,0.0
2010-06-29,Albury,0.0
2010-06-30,Albury,0.2
2010-07-01,Albury,1.2
2010-07-02,Albury,0.2
2010-07-03,Albury,0.0
2010-07-04,Albury,0.0
2010-07-05,Albury,0.2
2010-07-06,Albury,5.6
2010-07-07,Albury,0.0
2010-07-08,Albury,0.4
2010-07-09,Albury,0.0
2010-07-10,Albury,0.0
2010-07-11,Albury,13.4
2010-07-12,Albury,0.2
2010-07-13,Albury,0.0
2010-07-14,Albury,21.4
2010-07-15,Albury,11.0
2010-07-16,Albury,0.0
2010-07-17,Albury,0.0
2010-07-18,Albury,0.0
2010-07-19,Albury,1.6
2010-07-20,Albury,0.2
2010-07-21,Albury,0.0
2010-07-22,Albury,0.0
2010-07-23,Albury,0.0
2010-07-24,Albury,0.0
2010-07-25,Albury,0.2
2010-07-26,Albury,0.2
2010-07-27,Albury,0.2
2010-07-28,Albury,0.0
2010-07-29,Albury,6.2
2010-07-30,Albury,0.0
2010-07-31,Albury,2.2
2010-08-01,Albury,4.2
2010-08-02,Albury,18.6
2010-08-03,Albury,0.0
2010-08-04,Albury,0.0
2010-08-05,Albury,
2010-08-06,Albury,0.2
2010-08-07,Albury,0.2
2010-08-08,Albury,0.0
2010-08-09,Albury,0.0
2010-08-10,Albury,7.2
2010-08-11,Albury,8.2
2010-08-12,Albury,10.8
2010-08-13,Albury,0.0
2010-08-14,Albury,0.0
2010-08-15,Albury,1.8
2010-08-16,Albury,10.2
2010-08-17,Albury,3.8
2010-08-18,Albury,0.2
2010-08-19,Albury,15.4
2010-08-20,Albury,2.0
2010-08-21,Albury,0.0
2010-08-22,Albury,0.2
2010-08-23,Albury,0.2
2010-08-24,Albury,1.8
2010-08-25,Albury,1.8
2010-08-26,Albury,9.6
2010-08-27,Albury,4.0
2010-08-28,Albury,0.0
2010-08-29,Albury,0.0
2010-08-30,Albury,0.0
2010-08-31,Albury,0.0
2010-09-01,Albury,0.0
2010-09-02,Albury,0.8
2010-09-03,Albury,0.0
2010-09-04,Albury,21.8
2010-09-05,Albury,20.8
2010-09-06,Albury,2.4
2010-09-07,Albury,1.2
2010-09-08,Albury,0.0
2010-09-09,Albury,0.0
2010-09-10,Albury,24.8
2010-09-11,Albury,3.2
2010-09-12,Albury,0.0
2010-09-13,Albury,0.4
2010-09-14,Albury,0.0
2010-09-15,Albury,0.0
2010-09-16,Albury,0.0
2010-09-17,Albury,0.2
2010-09-18,Albury,0.0
2010-09-19,Albury,0.0
2010-09-20,Albury,0.0
2010-09-21,Albury,0.0
2010-09-22,Albury,0.0
2010-09-23,Albury,0.0
2010-09-24,Albury,0.0
2010-09-25,Albury,0.0
2010-09-26,Albury,0.0
2010-09-27,Albury,0.0
2010-09-28,Albury,0.0
2010-09-29,Albury,0.0
2010-09-30,Albury,0.0
2010-10-01,Albury,0.0
2010-10-02,Albury,0.0
2010-10-03,Albury,0.0
2010-10-04,Albury,0.0
2010-10-05,Albury,0.0
2010-10-06,Albury,0.0
2010-10-07,Albury,10.0
2010-10-08,Albury,0.0
2010-10-09,Albury,0.0
2010-10-10,Albury,0.0
2010-10-11,Albury,0.0
2010-10-12,Albury,0.8
2010-10-13,Albury,11.4
2010-10-14,Albury,19.0
2010-10-15,Albury,22.2
2010-10-16,Albury,32.8
2010-10-17,Albury,0.0
2010-10-18,Albury,0.0
2010-10-19,Albury,0.0
2010-10-20,Albury,0.0
2010-10-21,Albury,0.0
2010-10-22,Albury,0.0
2010-10-23,Albury,0.4
2010-10-24,Albury,2.4
2010-10-25,Albury,0.0
2010-10-26,Albury,0.0
2010-10-27,Albury,1.6
2010-10-28,Albury,0.0
2010-10-29,Albury,0.0
2010-10-30,Albury,3.4
2010-10-31,Albury,50.8
2010-11-01,Albury,1.2
2010-11-02,Albury,0.0
2010-11-03,Albury,0.0
2010-11-04,Albury,0.0
2010-11-05,Albury,0.0
2010-11-06,Albury,0.0
2010-11-07,Albury,0.0
2010-11-08,Albury,2.2
2010-11-09,Albury,0.0
2010-11-10,Albury,0.0
2010-11-11,Albury,0.6
2010-11-12,Albury,0.0
2010-11-13,Albury,0.0
2010-11-14,Albury,52.6
2010-11-15,Albury,2.4
2010-11-16,Albury,0.0
2010-11-17,Albury,0.0
2010-11-18,Albury,0.0
2010-11-19,Albury,0.0
2010-11-20,Albury,0.0
2010-11-21,Albury,0.0
2010-11-22,Albury,0.0
2010-11-23,Albury,0.0
2010-11-24,Albury,0.0
2010-11-25,Albury,0.0
2010-11-26,Albury,4.0
2010-11-27,Albury,19.2
2010-11-28,Albury,18.8
2010-11-29,Albury,14.8
2010-11-30,Albury,1.6
2010-12-01,Albury,12.0
2010-12-02,Albury,0.6
2010-12-03,Albury,18.4
2010-12-04,Albury,1.2
2010-12-05,Albury,0.0
2010-12-06,Albury,0.0
2010-12-07,Albury,0.0
2010-12-08,Albury,3.2
2010-12-09,Albury,25.6
2010-12-10,Albury,0.0
2010-12-11,Albury,0.0
2010-12-12,Albury,0.0
2010-12-13,Albury,0.0
2010-12-14,Albury,0.0
2010-12-15,Albury,0.0
2010-12-16,Albury,0.4
2010-12-17,Albury,0.0
2010-12-18,Albury,1.0
2010-12-19,Albury,3.0
2010-12-20,Albury,6.2
2010-12-21,Albury,1.6
2010-12-22,Albury,0.0
2010-12-23,Albury,0.0
2010-12-24,Albury,0.0
2010-12-25,Albury,0.0
2010-12-26,Albury,1.0
2010-12-27,Albury,0.0
2010-12-28,Albury,0.0
2010-12-29,Albury,0.0
2010-12-30,Albury,0.0
2010-12-31,Albury,0.0
2011-01-01,Albury,0.0
2011-01-02,Albury,0.6
2011-01-03,Albury,0.0
2011-01-04,Albury,0.0
2011-01-05,Albury,0.0
2011-01-06,Albury,0.0
2011-01-07,Albury,0.0
2011-01-08,Albury,0.0
2011-01-09,Albury,0.0
2011-01-10,Albury,35.0
2011-01-11,Albury,1.4
2011-01-12,Albury,5.0
2011-01-13,Albury,14.2
2011-01-14,Albury,2.4
2011-01-15,Albury,13.8
2011-01-16,Albury,0.0
2011-01-17,Albury,0.0
2011-01-18,Albury,0.0
2011-01-19,Albury,0.0
2011-01-20,Albury,0.0
2011-01-21,Albury,0.0
2011-01-22,Albury,0.0
2011-01-23,Albury,0.0
2011-01-24,Albury,0.0
2011-01-25,Albury,0.0
2011-01-26,Albury,0.0
2011-01-27,Albury,0.0
2011-01-28,Albury,0.0
2011-01-29,Albury,0.0
2011-01-30,Albury,0.0
2011-01-31,Albury,0.0
2011-02-01,Albury,0.0
2011-02-02,Albury,0.0
2011-02-03,Albury,3.4
2011-02-04,Albury,2.6
2011-02-05,Albury,99.2
2011-02-06,Albury,51.0
2011-02-07,Albury,0.0
2011-02-08,Albury,0.0
2011-02-09,Albury,0.0
2011-02-10,Albury,0.0
2011-02-11,Albury,39.8
2011-02-12,Albury,28.2
2011-02-13,Albury,0.0
2011-02-14,Albury,0.0
2011-02-15,Albury,0.0
2011-02-16,Albury,0.2
2011-02-17,Albury,5.8
2011-02-18,Albury,0.0
2011-02-19,Albury,12.2
2011-02-20,Albury,12.8
2011-02-21,Albury,0.0
2011-02-22,Albury,0.0
2011-02-23,Albury,0.2
2011-02-24,Albury,0.0
2011-02-25,Albury,0.0
2011-02-26,Albury,0.0
2011-02-27,Albury,0.2
2011-02-28,Albury,11.8
2011-03-01,Albury,0.0
2011-03-02,Albury,0.0
2011-03-03,Albury,0.0
2011-03-04,Albury,0.0
2011-03-05,Albury,0.0
2011-03-06,Albury,0.0
2011-03-07,Albury,0.0
2011-03-08,Albury,0.0
2011-03-09,Albury,0.0
2011-03-10,Albury,13.4
2011-03-11,Albury,10.2
2011-03-12,Albury,0.6
2011-03-13,Albury,0.6
2011-03-14,Albury,19.8
2011-03-15,Albury,0.2
2011-03-16,Albury,0.4
2011-03-17,Albury,0.2
2011-03-18,Albury,0.0
2011-03-19,Albury,0.0
2011-03-20,Albury,0.0
2011-03-21,Albury,0.0
2011-03-22,Albury,0.0
2011-03-23,Albury,0.0
2011-03-24,Albury,8.0
2011-03-25,Albury,0.0
2011-03-26,Albury,0.0
2011-03-27,Albury,0.0
2011-03-28,Albury,0.0
2011-03-29,Albury,0.0
2011-03-30,Albury,0.0
2011-03-31,Albury,0.2
2011-05-01,Albury,0.0
2011-05-02,Albury,0.0
2011-05-03,Albury,0.0
2011-05-04,Albury,0.6
2011-05-05,Albury,0.2
2011-05-06,Albury,0.0
2011-05-07,Albury,0.0
2011-05-08,Albury,0.0
2011-05-09,Albury,0.0
2011-05-10,Albury,0.0
2011-05-11,Albury,3.6
2011-05-12,Albury,0.4
2011-05-13,Albury,5.0
2011-05-14,Albury,1.8
2011-05-15,Albury,0.0
2011-05-16,Albury,0.0
2011-05-17,Albury,0.0
2011-05-18,Albury,0.0
2011-05-19,Albury,0.0
2011-05-20,Albury,0.0
2011-05-21,Albury,0.0
2011-05-22,Albury,0.0
2011-05-23,Albury,17.4
2011-05-24,Albury,3.6
2011-05-25,Albury,0.0
2011-05-26,Albury,0.0
2011-05-27,Albury,0.0
2011-05-28,Albury,0.0
2011-05-29,Albury,0.0
2011-05-30,Albury,0.0
2011-05-31,Albury,0.0
2011-06-01,Albury,0.0
2011-06-02,Albury,0.0
2011-06-03,Albury,0.0
2011-06-04,Albury,8.8
2011-06-05,Albury,0.0
2011-06-06,Albury,2.0
2011-06-07,Albury,0.0
2011-06-08,Albury,2.6
2011-06-09,Albury,0.0
2011-06-10,Albury,0.0
2011-06-11,Albury,0.0
2011-06-12,Albury,0.2
2011-06-13,Albury,0.0
2011-06-14,Albury,0.0
2011-06-15,Albury,0.0
2011-06-16,Albury,0.0
2011-06-17,Albury,1.0
2011-06-18,Albury,0.2
2011-06-19,Albury,0.0
2011-06-20,Albury,3.6
2011-06-21,Albury,10.6
2011-06-22,Albury,0.6
2011-06-23,Albury,3.4
2011-06-24,Albury,0.0
2011-06-25,Albury,0.4
2011-06-26,Albury,0.0
2011-06-27,Albury,0.0
2011-06-28,Albury,0.0
2011-06-29,Albury,0.0
2011-06-30,Albury,0.0
2011-07-01,Albury,0.0
2011-07-02,Albury,0.0
2011-07-03,Albury,0.0
2011-07-04,Albury,15.4
2011-07-05,Albury,3.8
2011-07-06,Albury,1.2
2011-07-07,Albury,4.4
2011-07-08,Albury,0.0
2011-07-09,Albury,4.2
2011-07-10,Albury,0.0
2011-07-11,Albury,6.6
2011-07-12,Albury,0.0
2011-07-13,Albury,0.0
2011-07-14,Albury,4.0
2011-07-15,Albury,0.0
2011-07-16,Albury,0.0
2011-07-17,Albury,0.0
2011-07-18,Albury,8.8
2011-07-19,Albury,1.8
2011-07-20,Albury,0.2
2011-07-21,Albury,0.0
